id;verifiable;label;claim;evidence;evidence_article;compressed_evidence;evidence_text;annotation;gpt_label;gpt_evidence;evidence_correctness;label_correct;evidence_correct_strict;evidence_correct_medium;evidence_correct_relaxed
6178;VERIFIABLE;SUPPORTS;Dracula is a horror novel.;[[[22932, 28270, 'Dracula', 0]]];Dracula;[[0]];Dracula is an 1897 Gothic horror novel by Irish author Bram Stoker . It introduced the famous character Count Dracula and established many conventions of subsequent vampire fantasy . The novel tells the story of Dracula 's attempt to move from Transylvania to England so that he may find new blood and spread the undead curse , and of the battle between Dracula and a small group of men and women led by Professor Abraham Van Helsing .   Dracula has been assigned to many literary genres including vampire literature , horror fiction , the gothic novel , and invasion literature . The novel has spawned numerous theatrical , film , and television interpretations . ;"SUPPORTED
1, 2, 3";SUPPORTS;[0, 1, 2];SUPERSET;True;False;True;True
198638;NOT VERIFIABLE;NOT ENOUGH INFO;Jordan Knight is a vegan.;[[[233543, None, None, None]]];Jordan_Knight;[[None]];"Jordan Nathaniel Marcel Knight -LRB- born May 17 , 1970 -RRB- is an American singer-songwriter and actor , best known as the lead singer of the boy band New Kids on the Block -LRB- NKOTB -RRB- , who rose to fame in the 1980s and 1990s . He is best known for his distinctive falsetto style of singing , influenced by The Stylistics . After New Kids on the Block split in 1994 , he launched a solo career . Jordan 's first solo album , released in 1999 , and his latest solo album , released in 2011 , reached the Top 50 on the US Billboard 200 . As of 2011 , he released four Top 40 singles ; the most well known being `` Give It to You '' in 1999 . Knight has released three solo albums , one remix album and one EP . On May 31 , 2011 , Knight released the studio album , Unfinished . Knight has sold over 1.5 million records worldwide as a solo artist . In 2015 , Boston City Council declared February 7 `` Jordan Knight Day . '' ";NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
4646;NOT VERIFIABLE;NOT ENOUGH INFO;Inhumans is advertising the Marvel Comics race.;[[[20981, None, None, None]]];Inhumans;[[None]];The Inhumans are a fictional race of superhumans appearing in American comic books published by Marvel Comics .   The comic book series has usually focused more specifically on the adventures of the Inhuman Royal Family , and many people associate the name `` Inhumans '' with this particular team of super-powered characters .   The Inhumans first appeared in Fantastic Four # 45 -LRB- December 1965 -RRB- , though members Medusa and Gorgon appeared in earlier issues of that series -LRB- # 36 and # 44 , respectively -RRB- . Their home , the city of Attilan , was first mentioned years earlier , in a Tuk the Caveboy story written and drawn by Jack Kirby that appeared in Captain America Comics # 1 -LRB- March 1941 -RRB- . The city was described as the home of a race that was evolutionarily advanced when human beings were still in the Stone Age .   The Inhuman Royal Family had been adapted to numerous Marvel animated series and video games over the years . Inhuman characters were introduced in live-action in the second season of Agents of S.H.I.E.L.D. , while the Inhuman Royal Family will be featured in the TV series Inhumans , which is scheduled to premiere in 2017 . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
182871;NOT VERIFIABLE;NOT ENOUGH INFO;Dog Day Afternoon stars Sir Francis Bacon.;[[[212822, None, None, None], [212823, None, None, None], [212826, None, None, None]]];Dog_Day_Afternoon;[[None, None, None]];Dog Day Afternoon is a 1975 American crime drama film directed by Sidney Lumet , written by Frank Pierson and produced by Martin Bregman and Martin Elfand . The film stars Al Pacino , John Cazale , Charles Durning , Chris Sarandon , Penelope Allen , James Broderick , Lance Henriksen and Carol Kane . The title refers to the sultry `` dog days '' of summer .   The film was inspired by P. F. Kluge 's article `` The Boys in the Bank '' , which tells a story of a similar robbery of a Brooklyn bank by John Wojtowicz and Salvatore Naturale on August 22 , 1972 . This article was published in Life in 1972 .   The film received critical acclaim upon its September 1975 release by Warner Bros. , some of which referred to its anti-establishment tone . Dog Day Afternoon was nominated for several Academy Awards and Golden Globe awards , and won one Academy Award for Best Original Screenplay . In 2009 , the film was deemed `` culturally , historically , or aesthetically significant '' by the Library of Congress and selected for preservation in the National Film Registry . ;NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
72052;VERIFIABLE;SUPPORTS;Seth Rogen was in Funny People.;[[[88744, 101382, 'Seth_Rogen', 10]]];Seth_Rogen;[[10]];"Seth Aaron Rogen -LRB- -LSB- ˈroʊɡən -RSB- born April 15 , 1982 -RRB- is a Canadian-American actor , filmmaker , and comedian . He began his career performing stand-up comedy during his teenage years , winning the Vancouver Amateur Comedy Contest in 1998 . While still living in his native Vancouver , he landed a supporting role in the series Freaks and Geeks . Shortly after he moved to Portland , Oregon for his role , Freaks and Geeks was officially cancelled after one season due to low viewership . Rogen later got a part on sitcom Undeclared , which also hired him as a staff writer .   After landing his job as a staff writer on the final season of Da Ali G Show , for which he and the other writers received an Emmy Award nomination , he was guided by Judd Apatow toward a film career . Rogen made his first movie appearance in Donnie Darko with a minor role as a rebellious student in Donnie 's high school classes in 2001 . Rogen was cast in a major supporting role and credited as a co-producer in Apatow 's directorial debut , The 40-Year-Old Virgin . After Rogen received critical praise for his performance , Universal Pictures agreed to cast him as the lead in Apatow 's films Knocked Up and Funny People . Rogen co-starred as Steve Wozniak in Universal 's Steve Jobs biopic in 2015 . In 2016 , he developed the AMC television series Preacher with his writing partner Evan Goldberg and Sam Catlin . He also serves as a writer and executive producer , and directed the first two episodes of the series with Goldberg .   Rogen and Goldberg co-wrote the films Superbad , Pineapple Express , The Green Hornet , This Is the End , and directed both This Is the End and The Interview ; all of which Rogen starred in . He has also done voice work for the films Horton Hears a Who ! , the Kung Fu Panda film series , The Spiderwick Chronicles , Monsters vs. Aliens , Paul , and Sausage Party . ";"SUPPORTED
9";SUPPORTS;[8];DISJOINT;True;False;False;False
25612;VERIFIABLE;SUPPORTS;21 Jump Street was released theatrically on Tuesday March 16, 2012.;[[[69306, 80090, '21_Jump_Street_-LRB-film-RRB-', 4]], [[72114, 83107, '21_Jump_Street_-LRB-film-RRB-', 4]], [[306977, 297540, '21_Jump_Street_-LRB-film-RRB-', 4]]];21_Jump_Street_-LRB-film-RRB-;[[4], [4], [4]];"21 Jump Street is a 2012 American action comedy film directed by Phil Lord and Christopher Miller , written by Michael Bacall starring Jonah Hill and Channing Tatum . An adaptation of the 1987-1991 television series of the same name by Stephen J. Cannell and Patrick Hasburgh , set within the same continuity as the TV series ; the film follows two police officers who are forced to relive high school when they are assigned to go undercover as high school students to prevent the outbreak of a new synthetic drug and arrest its supplier .   It was released theatrically on March 16 , 2012 , by Columbia Pictures and Metro-Goldwyn-Mayer and grossed $ 201 million . A sequel , titled 22 Jump Street , was released on June 13 , 2014 . Two further films , MIB 23 -LRB- a crossover with the Men in Black franchise -RRB- and a female-led spin-off , are currently in development . ";"SUPPORTED
3";SUPPORTS;[2];DISJOINT;True;False;False;False
222108;VERIFIABLE;REFUTES;Gregor Clegane is the younger brother of Sandor Clegane.;[[[264499, 261942, 'Gregor_Clegane', 5]], [[264499, 261943, 'Gregor_Clegane', 9]]];Gregor_Clegane;[[5], [9]];Ser Gregor Clegane , nicknamed The Mountain , is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin , and its television adaptation Game of Thrones . He is a retainer to House Lannister . An enormous man , he is well known for his size , prowess in battle and cruelty .   Introduced in 1996 's A Game of Thrones , Gregor is the older brother of Sandor Clegane , from the fictional kingdom of Westeros . He subsequently appeared in Martin 's A Clash of Kings -LRB- 1998 -RRB- , A Storm of Swords -LRB- 2000 -RRB- and in A Dance with Dragons -LRB- 2011 -RRB- as Ser Robert Strong .   Ser Gregor Clegane is a huge knight and the elder brother of Sandor Clegane . Called `` The Mountain That Rides '' , he is known for his incredibly cruel nature and uncontrollable temper . His size and strength make him a fearsome warrior , and he has earned a reputation for cruelty and brutality . He is able to wield a two-handed sword one handed . When they were children , Gregor shoved Sandor 's face into a brazier , gruesomely scarring him .   Gregor Clegane is portrayed by Conan Stevens in season one , by Ian Whyte in season two , and by Hafþór Júlíus Björnsson in seasons four , five , and six in the HBO television adaptation . ;"SUPPORTED
4";SUPPORTS;[3];DISJOINT;False;False;False;False
118970;NOT VERIFIABLE;NOT ENOUGH INFO;La La Anthony was on a television show in 2012.;[[[139636, None, None, None]]];La_La_Anthony;[[None]];"Alani Nicole `` La La '' Anthony -LRB- née Vázquez ; born June 25 , 1979 -RRB- is a television personality , New York Times best-selling author , business woman , producer and actress .   In the early 2000s , La La came to prominence as an MTV VJ on Total Request Live . La La can be seen in the Starz original drama series , Power , executive produced by 50 Cent and starring Omari Hardwick and Naturi Naughton .   In 2014 La La reprised her role as Sonia in the film Think Like a Man Too and in 2015 appeared in November Rule and Destined .   In 2004 La La began dating NBA player Carmelo Anthony and they were married by Michael Eric Dyson on July 10 , 2010 at Cipriani 's in New York City before 320 guests . The ceremony was filmed by VH1 and aired as part of a reality series on the couple , titled La La 's Full Court Wedding . La La and Carmelo Anthony 's son , Kiyan Carmelo Anthony , was born on March 7 , 2007 . ";"SUPPORTED
2";SUPPORTS;[1];;False;False;False;False
213964;VERIFIABLE;SUPPORTS;Urine contains bilirubin.;[[[255550, 254984, 'Bilirubin', 7]]];Bilirubin;[[7]];Bilirubin -LRB- formerly referred to as haematoidin and discovered by Rudolf Virchow in 1847 -RRB- is a yellow compound that occurs in the normal catabolic pathway that breaks down heme in vertebrates . This catabolism is a necessary process in the body 's clearance of waste products that arise from the destruction of aged red blood cells . First the hemoglobin gets stripped of the heme molecule which thereafter passes through various processes of porphyrin catabolism , depending on the part of the body in which the breakdown occurs . For example , the molecules excreted in the urine differ from those in the feces . The production of biliverdin from heme is the first major step in the catabolic pathway , after which the enzyme biliverdin reductase performs the second step , producing bilirubin from biliverdin .   Bilirubin is excreted in bile and urine , and elevated levels may indicate certain diseases . It is responsible for the yellow color of bruises and the yellow discoloration in jaundice . Its subsequent breakdown products , such as stercobilin , cause the brown color of feces . A different breakdown product , urobilin , is the main component of the straw-yellow color in urine .   It has also been found in plants . ;"SUPPORTED
1, 6, 9";SUPPORTS;[0, 5, 8];DISJOINT;True;False;False;False
142564;VERIFIABLE;SUPPORTS;Ethiopia has areas that can be described as jungles.;[[[165628, 179654, 'Ethiopia', 29]]];Ethiopia;[[29]];Ethiopia -LRB- -LSB- ˌiːθiˈoʊpiə -RSB- ኢትዮጵያ , , -RRB- , officially the Federal Democratic Republic of Ethiopia -LRB- የኢትዮጵያ ፌዴራላዊ ዲሞክራሲያዊ ሪፐብሊክ , yeʾĪtiyoṗṗya Fēdēralawī Dēmokirasīyawī Rīpebilīk -RRB- , is a country located in the Horn of Africa . It shares borders with Eritrea to the north and northeast , Djibouti and Somalia to the east , Sudan and South Sudan to the west , and Kenya to the south . With over 100 million inhabitants , Ethiopia is the most populous landlocked country in the world , as well as the second-most populous nation on the African continent after Nigeria . It occupies a total area of 1,100,000 km2 , and its capital and largest city is Addis Ababa .   Some of the oldest evidence for anatomically modern humans has been found in Ethiopia . It is widely considered as the region from which modern humans first set out for the Middle East and places beyond . According to linguists , the first Afroasiatic-speaking populations settled in the Horn region during the ensuing Neolithic era . Tracing its roots to the 2nd millennium BC , Ethiopia was a monarchy for most of its history . During the first centuries AD , the Kingdom of Aksum maintained a unified civilization in the region , followed by the Ethiopian Empire circa 1137 . Ethiopia derived prestige with its uniquely successful military resistance during the late 19th-century Scramble for Africa , becoming the only African country to defeat a European colonial power and retain its sovereignty . Subsequently , many African nations adopted the colors of Ethiopia 's flag following their independence . It was the first independent African member of the 20th-century League of Nations and the United Nations . In 1974 , at the end of Haile Selassie 's reign , power fell to a communist military dictatorship known as the Derg , backed by the Soviet Union , until it was defeated by the Ethiopian People 's Revolutionary Democratic Front , which has ruled since about the time of the collapse of the Soviet Union in 1991 .   Ethiopia 's ancient Ge'ez script , also known as Ethiopic , is one of the oldest alphabets still in use in the world . The Ethiopian calendar , which is approximately seven years and three months behind the Gregorian calendar , co-exists alongside the Borana calendar . A majority of the population adheres to Christianity -LRB- mainly the Ethiopian Orthodox Tewahedo Church and P'ent ` ay -RRB- , while around a third follows Islam -LRB- primarily Sunni Islam -RRB- . The country is the site of the Migration to Abyssinia and the oldest Muslim settlement in Africa at Negash . A substantial population of Ethiopian Jews , known as Bete Israel , resided in Ethiopia until the 1980s , but most of them have since emigrated to Israel . Ethiopia is a multilingual nation with around 80 ethnolinguistic groups , the four largest of which are the Oromiffa , Amhara , Somali , and Tigrayans . Most people in the country speak Afroasiatic languages of the Cushitic or Semitic branches . Additionally , Omotic languages are spoken by ethnic minority groups inhabiting the southern regions . Nilo-Saharan languages are also spoken by the nation 's Nilotic ethnic minorities .   Ethiopia is the place of origin for the coffee bean which originated from the place called Kefa -LRB- which was one of the 14 provinces in the old Ethiopian administration -RRB- . It is a land of natural contrasts , with its vast fertile West , jungles , and numerous rivers , and the world 's hottest settlement of Dallol in its north . The Ethiopian Highlands are Africa 's largest continuous mountain ranges , and Sof Omar Caves contain Africa 's largest cave . Ethiopia has the most UNESCO World Heritage Sites in Africa .   Ethiopia is one of the founding members of the UN , the Group of 24 -LRB- G-24 -RRB- , the Non-Aligned Movement , G-77 and the Organisation of African Unity . Ethiopia 's capital city Addis Ababa serves as the headquarters of the African Union , the Pan African Chamber of Commerce and Industry , the United Nations Economic Commission for Africa , African Aviation Training HQ , the African Standby Force , and many of the global NGOs focused on Africa . In the 1970s and 1980s , Ethiopia suffered from civil wars and communist purges which devastated its economy . The country has begun to recover recently however , and now has the largest economy -LRB- by GDP -RRB- in East Africa and Central Africa . According to Global Fire Power , Ethiopia has the 42nd most powerful military in the world , and the third most powerful in Africa . ;"SUPPORTED
24";SUPPORTS;[23];DISJOINT;True;False;False;False
117078;NOT VERIFIABLE;NOT ENOUGH INFO;The United States Environmental Protection Agency employs mathematicians.;[[[137428, None, None, None]]];United_States_Environmental_Protection_Agency;[[None]];"The United States Environmental Protection Agency -LRB- EPA or sometimes USEPA -RRB- is an agency of the Federal government of the United States which was created for the purpose of protecting human health and the environment by writing and enforcing regulations based on laws passed by Congress . President Richard Nixon proposed the establishment of EPA and it began operation on December 2 , 1970 , after Nixon signed an executive order . The order establishing the EPA was ratified by committee hearings in the House and Senate . The agency is led by its Administrator , who is appointed by the President and approved by Congress . The current Administrator is Scott Pruitt . The EPA is not a Cabinet department , but the Administrator is normally given cabinet rank .   The EPA has its headquarters in Washington , D.C. , regional offices for each of the agency 's ten regions , and 27 laboratories . The agency conducts environmental assessment , research , and education . It has the responsibility of maintaining and enforcing national standards under a variety of environmental laws , in consultation with state , tribal , and local governments . It delegates some permitting , monitoring , and enforcement responsibility to U.S. states and the federally recognized tribes . EPA enforcement powers include fines , sanctions , and other measures . The agency also works with industries and all levels of government in a wide variety of voluntary pollution prevention programs and energy conservation efforts .   In 2016 , the agency had 15,376 full-time employees . More than half of EPA 's employees are engineers , scientists , and environmental protection specialists ; other employees include legal , public affairs , financial , and information technologists . In 2017 the Trump administration proposed a 31 % cut to the EPA 's budget to $ 5.7 billion from $ 8.1 billion and to eliminate a quarter of the agency jobs . ";NOT ENOUGH INFO;NOT ENOUGH INFO;[];;True;False;False;False
160271;VERIFIABLE;SUPPORTS;The Backstreet Boys are a nineties boy band.;[[[184744, 196614, 'Backstreet_Boys', 0]]];Backstreet_Boys;[[0]];The Backstreet Boys -LRB- often abbreviated as BSB -RRB- are an American vocal group , formed in Orlando , Florida in 1993 . The group consists of AJ McLean , Howie D. , Nick Carter , Kevin Richardson , and Brian Littrell .   The group rose to fame with their debut international album , Backstreet Boys -LRB- 1996 -RRB- . In the following year they released their second international album Backstreet 's Back -LRB- 1997 -RRB- , and their U.S. debut album which continued the group 's success worldwide . They rose to superstardom with their third studio album Millennium -LRB- 1999 -RRB- and its follow-up album , Black & Blue -LRB- 2000 -RRB- .   After a two-year hiatus , they regrouped and released a comeback album Never Gone -LRB- 2005 -RRB- . After the conclusion of the Never Gone Tour in 2006 , Richardson left the group to pursue other interests . The group then released two albums as a quartet : Unbreakable -LRB- 2007 -RRB- and This Is Us -LRB- 2009 -RRB- .   In 2012 , the group announced that Richardson had rejoined them permanently . In the following year they celebrated their 20th anniversary and released their first independent album , In a World Like This -LRB- 2013 -RRB- . The group also released their first documentary movie , titled Backstreet Boys : Show 'Em What You 're Made Of in January 2015 .   The Backstreet Boys have sold over 130 million records worldwide , making them the best-selling boy band in history , and one of the world 's best-selling music artists . They are the first group since Sade to have their first nine albums reach the top 10 on the Billboard 200 , and the only boy band to do so . They also received a star on the Hollywood Walk of Fame on April 22 , 2013 . ;"SUPPORTED
1, 3";SUPPORTS;[0, 2];SUPERSET;True;False;True;True
35696;NOT VERIFIABLE;NOT ENOUGH INFO;Mark Hamill is an artist.;[[[51879, None, None, None]]];Mark_Hamill;[[None]];Mark Richard Hamill -LRB- born September 25 , 1951 -RRB- is an American actor , voice actor , producer and writer . He is best known for playing Luke Skywalker in the Star Wars film series . His other works include Corvette Summer -LRB- 1978 -RRB- and The Big Red One -LRB- 1980 -RRB- , among other television shows and movies . Hamill has also appeared on stage in several theater productions , primarily during the 1980s .   Hamill is a prolific voice actor who has voiced characters in many animated television shows , movies , and video games since the 1970s . He is known for his long-standing role as DC Comics ' the Joker , commencing with Batman : The Animated Series in 1992 . ;"SUPPORTED
1";SUPPORTS;[0];;False;False;False;False
125732;VERIFIABLE;SUPPORTS;PlayStation 4 emphasizes integration.;[[[147534, 162538, 'PlayStation_4', 6]]];PlayStation_4;[[6]];"PlayStation 4 -LRB- PS4 -RRB- is a line of home video game consoles developed by Sony Interactive Entertainment . Announced as the successor to the PlayStation 3 during a press conference on February 20 , 2013 , it was launched on November 15 in North America , November 29 in Europe , South America and Australia ; and February 22 , 2014 , in Japan . It competes with Nintendo 's Wii U and Microsoft 's Xbox One , as part of the eighth generation of video game consoles .   Moving away from the more complex Cell microarchitecture of its predecessor , the console features an AMD Accelerated Processing Unit -LRB- APU -RRB- built upon the x86-64 architecture , which can theoretically peak at 1.84 teraflops ; AMD stated that it was the `` most powerful '' APU it had developed to date . The PlayStation 4 places an increased emphasis on social interaction and integration with other devices and services , including the ability to play games off-console on PlayStation Vita and other supported devices -LRB- `` Remote Play '' -RRB- , the ability to stream gameplay online or to friends , with them controlling gameplay remotely -LRB- `` Share Play '' -RRB- . The console 's controller was also redesigned and improved over the PlayStation 3 , with improved buttons and analog sticks , and an integrated touchpad among other changes . The console also supports HDR10 high-dynamic-range color and playback of 4K multimedia .   Reception to the original PlayStation 4 model was positive , with critics praising Sony for acknowledging its consumers ' needs , embrace of independent game development , and for not imposing restrictive digital rights management schemes that Microsoft had previously announced for Xbox One prior to its release . Critics and third-party studios also praised the capabilities of the PlayStation 4 in comparison to its competitors ; developers described the performance difference between the console and Xbox One as being `` significant '' and `` obvious '' . Heightened demand also helped Sony top global console sales . By the end of 2016 , more than 53 million consoles have been sold worldwide , with more than 57 million shipped .   On September 7 , 2016 , Sony unveiled two hardware revisions of PlayStation 4 ; a slim build of the console , and a `` Pro '' version with an upgraded GPU and higher CPU clock rate to support 4K gameplay on supported titles . ";"SUPPORTED
5";SUPPORTS;[4];DISJOINT;True;False;False;False
